,node_number,edge_number,graph,fw_node_wfs,bw_node_wfs,connected,fw_len,bw_len
3143,4,4,"move(1,2). move(1,3). move(3,2). move(4,1).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3144,4,3,"move(1,2). move(1,4). move(4,1).","{'won', 'lost'}",{'draw'},SAT,2,1
3145,4,5,"move(1,2). move(1,3). move(2,1). move(3,2). move(4,1).",{'draw'},"{'won', 'lost'}",SAT,1,2
3146,4,4,"move(1,2). move(1,3). move(1,4). move(4,1).","{'won', 'lost'}",{'draw'},SAT,2,1
3147,4,4,"move(1,2). move(1,4). move(3,2). move(4,1).","{'won', 'lost'}","{'won', 'draw', 'lost'}",SAT,2,3
3148,4,4,"move(1,2). move(1,4). move(2,1). move(4,1).",{'draw'},{'draw'},SAT,1,1
3149,4,5,"move(1,2). move(1,3). move(1,4). move(3,2). move(4,1).","{'won', 'lost'}",{'draw'},SAT,2,1
3150,4,5,"move(1,2). move(1,4). move(2,1). move(3,2). move(4,1).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
3151,4,5,"move(1,2). move(1,3). move(1,4). move(2,1). move(4,1).","{'won', 'lost'}",{'draw'},SAT,2,1
3152,4,6,"move(1,2). move(1,3). move(1,4). move(2,1). move(3,2). move(4,1).",{'draw'},{'draw'},SAT,1,1
3153,4,3,"move(1,2). move(3,4). move(4,1).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3154,4,4,"move(1,2). move(1,3). move(3,4). move(4,1).","{'won', 'lost'}",{'draw'},SAT,2,1
3155,4,4,"move(1,2). move(1,4). move(3,4). move(4,1).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3156,4,5,"move(1,2). move(1,3). move(1,4). move(3,4). move(4,1).","{'won', 'lost'}",{'draw'},SAT,2,1
3157,4,4,"move(1,2). move(2,1). move(3,4). move(4,1).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
3158,4,5,"move(1,2). move(1,4). move(2,1). move(3,4). move(4,1).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
3159,4,5,"move(1,2). move(1,3). move(2,1). move(3,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3160,4,6,"move(1,2). move(1,3). move(1,4). move(2,1). move(3,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3161,4,4,"move(1,2). move(3,2). move(3,4). move(4,1).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3162,4,5,"move(1,2). move(1,3). move(3,2). move(3,4). move(4,1).","{'won', 'lost'}",{'draw'},SAT,2,1
3163,4,5,"move(1,2). move(2,1). move(3,2). move(3,4). move(4,1).",{'draw'},"{'won', 'lost'}",SAT,1,2
3164,4,6,"move(1,2). move(1,3). move(2,1). move(3,2). move(3,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3165,4,5,"move(1,2). move(1,4). move(3,2). move(3,4). move(4,1).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3166,4,6,"move(1,2). move(1,4). move(2,1). move(3,2). move(3,4). move(4,1).",{'draw'},"{'won', 'lost'}",SAT,1,2
3167,4,6,"move(1,2). move(1,3). move(1,4). move(3,2). move(3,4). move(4,1).","{'won', 'lost'}",{'draw'},SAT,2,1
3168,4,3,"move(1,2). move(2,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3169,4,7,"move(1,2). move(1,3). move(1,4). move(2,1). move(3,2). move(3,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3170,4,4,"move(1,2). move(1,3). move(2,4). move(4,1).","{'won', 'lost'}",{'draw'},SAT,2,1
3171,4,4,"move(1,2). move(2,4). move(3,4). move(4,1).",{'draw'},"{'won', 'lost'}",SAT,1,2
3172,4,5,"move(1,2). move(1,3). move(2,4). move(3,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3173,4,4,"move(1,2). move(2,4). move(3,2). move(4,1).",{'draw'},"{'won', 'lost'}",SAT,1,2
3174,4,5,"move(1,2). move(2,4). move(3,2). move(3,4). move(4,1).",{'draw'},"{'won', 'lost'}",SAT,1,2
3175,4,5,"move(1,2). move(1,3). move(2,4). move(3,2). move(4,1).",{'draw'},{'draw'},SAT,1,1
3176,4,6,"move(1,2). move(1,3). move(2,4). move(3,2). move(3,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3177,4,4,"move(1,2). move(1,4). move(2,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3178,4,5,"move(1,2). move(1,4). move(2,4). move(3,2). move(4,1).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
3179,4,5,"move(1,2). move(1,3). move(1,4). move(2,4). move(4,1).","{'won', 'lost'}",{'draw'},SAT,2,1
3180,4,6,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,2). move(4,1).",{'draw'},{'draw'},SAT,1,1
3181,4,6,"move(1,2). move(1,4). move(2,4). move(3,2). move(3,4). move(4,1).",{'draw'},"{'won', 'lost'}",SAT,1,2
3182,4,5,"move(1,2). move(1,4). move(2,4). move(3,4). move(4,1).",{'draw'},"{'won', 'lost'}",SAT,1,2
3183,4,4,"move(1,2). move(2,1). move(2,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3184,4,6,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3185,4,7,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,2). move(3,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3186,4,5,"move(1,2). move(1,3). move(2,1). move(2,4). move(4,1).","{'won', 'lost'}",{'draw'},SAT,2,1
3187,4,5,"move(1,2). move(1,4). move(2,1). move(2,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3188,4,6,"move(1,2). move(1,3). move(1,4). move(2,1). move(2,4). move(4,1).","{'won', 'lost'}",{'draw'},SAT,2,1
3189,4,5,"move(1,2). move(2,1). move(2,4). move(3,4). move(4,1).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
3190,4,6,"move(1,2). move(1,4). move(2,1). move(2,4). move(3,4). move(4,1).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
3191,4,6,"move(1,2). move(1,3). move(2,1). move(2,4). move(3,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3192,4,7,"move(1,2). move(1,3). move(1,4). move(2,1). move(2,4). move(3,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3193,4,5,"move(1,2). move(2,1). move(2,4). move(3,2). move(4,1).",{'draw'},"{'won', 'lost'}",SAT,1,2
3194,4,6,"move(1,2). move(1,3). move(2,1). move(2,4). move(3,2). move(4,1).",{'draw'},{'draw'},SAT,1,1
3195,4,6,"move(1,2). move(2,1). move(2,4). move(3,2). move(3,4). move(4,1).",{'draw'},"{'won', 'lost'}",SAT,1,2
3196,4,7,"move(1,2). move(1,3). move(2,1). move(2,4). move(3,2). move(3,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3197,4,6,"move(1,2). move(1,4). move(2,1). move(2,4). move(3,2). move(4,1).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
3198,4,7,"move(1,2). move(1,4). move(2,1). move(2,4). move(3,2). move(3,4). move(4,1).",{'draw'},"{'won', 'lost'}",SAT,1,2
3199,4,7,"move(1,2). move(1,3). move(1,4). move(2,1). move(2,4). move(3,2). move(4,1).",{'draw'},{'draw'},SAT,1,1
3200,4,3,"move(1,2). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3201,4,4,"move(1,2). move(1,3). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3202,4,8,"move(1,2). move(1,3). move(1,4). move(2,1). move(2,4). move(3,2). move(3,4). move(4,1).",{'draw'},{'draw'},SAT,1,1
3203,4,4,"move(1,2). move(2,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3204,4,5,"move(1,2). move(1,3). move(2,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3205,4,4,"move(1,2). move(2,1). move(4,1). move(4,3).","{'won', 'draw', 'lost'}","{'won', 'lost'}",SAT,3,2
3206,4,5,"move(1,2). move(1,3). move(2,1). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3207,4,5,"move(1,2). move(2,1). move(2,4). move(4,1). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
3208,4,5,"move(1,2). move(1,3). move(3,2). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3209,4,6,"move(1,2). move(1,3). move(2,1). move(2,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3210,4,4,"move(1,2). move(3,2). move(4,1). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3211,4,5,"move(1,2). move(2,1). move(3,2). move(4,1). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
3212,4,6,"move(1,2). move(1,3). move(2,1). move(3,2). move(4,1). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
3213,4,5,"move(1,2). move(2,4). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3214,4,4,"move(1,2). move(1,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3215,4,6,"move(1,2). move(2,1). move(2,4). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3216,4,6,"move(1,2). move(1,3). move(2,4). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3217,4,7,"move(1,2). move(1,3). move(2,1). move(2,4). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3218,4,5,"move(1,2). move(1,3). move(1,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3219,4,5,"move(1,2). move(1,4). move(3,2). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3220,4,6,"move(1,2). move(1,3). move(1,4). move(3,2). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3221,4,5,"move(1,2). move(1,4). move(2,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3222,4,6,"move(1,2). move(1,4). move(2,4). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3223,4,6,"move(1,2). move(1,3). move(1,4). move(2,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3224,4,5,"move(1,2). move(1,4). move(2,1). move(4,1). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
3225,4,7,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3226,4,6,"move(1,2). move(1,3). move(1,4). move(2,1). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3227,4,6,"move(1,2). move(1,4). move(2,1). move(2,4). move(4,1). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
3228,4,7,"move(1,2). move(1,3). move(1,4). move(2,1). move(2,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3229,4,6,"move(1,2). move(1,4). move(2,1). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3230,4,7,"move(1,2). move(1,4). move(2,1). move(2,4). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3231,4,7,"move(1,2). move(1,3). move(1,4). move(2,1). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3232,4,8,"move(1,2). move(1,3). move(1,4). move(2,1). move(2,4). move(3,2). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3233,4,4,"move(1,2). move(3,4). move(4,1). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
3234,4,5,"move(1,2). move(1,3). move(3,4). move(4,1). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
3235,4,5,"move(1,2). move(1,4). move(3,4). move(4,1). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
3236,4,6,"move(1,2). move(1,3). move(1,4). move(3,4). move(4,1). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
3237,4,5,"move(1,2). move(2,1). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3238,4,6,"move(1,2). move(1,4). move(2,1). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3239,4,6,"move(1,2). move(1,3). move(2,1). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3240,4,7,"move(1,2). move(1,3). move(1,4). move(2,1). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3241,4,5,"move(1,2). move(3,2). move(3,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3242,4,6,"move(1,2). move(1,3). move(3,2). move(3,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3243,4,6,"move(1,2). move(2,1). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3244,4,7,"move(1,2). move(1,3). move(2,1). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3245,4,6,"move(1,2). move(1,4). move(3,2). move(3,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3246,4,7,"move(1,2). move(1,4). move(2,1). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3247,4,7,"move(1,2). move(1,3). move(1,4). move(3,2). move(3,4). move(4,1). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3248,4,5,"move(1,2). move(2,4). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3249,4,6,"move(1,2). move(1,3). move(2,4). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3250,4,6,"move(1,2). move(2,4). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3251,4,8,"move(1,2). move(1,3). move(1,4). move(2,1). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3252,4,7,"move(1,2). move(1,3). move(2,4). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3253,4,6,"move(1,2). move(1,4). move(2,4). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3254,4,7,"move(1,2). move(1,4). move(2,4). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3255,4,7,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3256,4,8,"move(1,2). move(1,3). move(1,4). move(2,4). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3257,4,6,"move(1,2). move(2,1). move(2,4). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3258,4,7,"move(1,2). move(1,3). move(2,1). move(2,4). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3259,4,8,"move(1,2). move(1,3). move(1,4). move(2,1). move(2,4). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3260,4,7,"move(1,2). move(1,4). move(2,1). move(2,4). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3261,4,7,"move(1,2). move(2,1). move(2,4). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3262,4,3,"move(1,2). move(4,1). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3263,4,8,"move(1,2). move(1,4). move(2,1). move(2,4). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3264,4,4,"move(1,2). move(1,3). move(4,1). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3265,4,8,"move(1,2). move(1,3). move(2,1). move(2,4). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3266,4,9,"move(1,2). move(1,3). move(1,4). move(2,1). move(2,4). move(3,2). move(3,4). move(4,1). move(4,3).",{'draw'},{'draw'},SAT,1,1
3267,4,4,"move(1,2). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3268,4,5,"move(1,2). move(1,3). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3269,4,4,"move(1,2). move(3,4). move(4,1). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3270,4,5,"move(1,2). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3271,4,5,"move(1,2). move(1,3). move(3,4). move(4,1). move(4,2).","{'won', 'lost'}",{'draw'},SAT,2,1
3272,4,6,"move(1,2). move(1,3). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3273,4,4,"move(1,2). move(2,4). move(4,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
3274,4,5,"move(1,2). move(2,4). move(3,4). move(4,1). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
3275,4,5,"move(1,2). move(1,3). move(2,4). move(4,1). move(4,2).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
3276,4,6,"move(1,2). move(1,3). move(2,4). move(3,4). move(4,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
3277,4,5,"move(1,2). move(2,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3278,4,6,"move(1,2). move(2,4). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3279,4,7,"move(1,2). move(1,3). move(2,4). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3280,4,6,"move(1,2). move(1,3). move(2,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3281,4,4,"move(1,2). move(2,1). move(4,1). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
3282,4,5,"move(1,2). move(1,3). move(2,1). move(4,1). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3283,4,5,"move(1,2). move(2,1). move(2,4). move(4,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
3284,4,5,"move(1,2). move(2,1). move(4,1). move(4,2). move(4,3).","{'won', 'draw', 'lost'}","{'won', 'lost'}",SAT,3,2
3285,4,6,"move(1,2). move(1,3). move(2,1). move(2,4). move(4,1). move(4,2).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
3286,4,6,"move(1,2). move(2,1). move(2,4). move(4,1). move(4,2). move(4,3).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
3287,4,6,"move(1,2). move(1,3). move(2,1). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3288,4,7,"move(1,2). move(1,3). move(2,1). move(2,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3289,4,5,"move(1,2). move(2,1). move(3,4). move(4,1). move(4,2).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
3290,4,6,"move(1,2). move(1,3). move(2,1). move(3,4). move(4,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
3291,4,7,"move(1,2). move(1,3). move(2,1). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3292,4,6,"move(1,2). move(2,1). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3293,4,6,"move(1,2). move(2,1). move(2,4). move(3,4). move(4,1). move(4,2).",{'draw'},"{'won', 'draw', 'lost'}",SAT,1,3
3294,4,7,"move(1,2). move(2,1). move(2,4). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3295,4,7,"move(1,2). move(1,3). move(2,1). move(2,4). move(3,4). move(4,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
3296,4,4,"move(1,2). move(3,2). move(4,1). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3297,4,8,"move(1,2). move(1,3). move(2,1). move(2,4). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3298,4,5,"move(1,2). move(2,1). move(3,2). move(4,1). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
3299,4,5,"move(1,2). move(1,3). move(3,2). move(4,1). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3300,4,6,"move(1,2). move(1,3). move(2,1). move(3,2). move(4,1). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
3301,4,5,"move(1,2). move(3,2). move(3,4). move(4,1). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3302,4,6,"move(1,2). move(1,3). move(3,2). move(3,4). move(4,1). move(4,2).","{'won', 'lost'}",{'draw'},SAT,2,1
3303,4,6,"move(1,2). move(2,1). move(3,2). move(3,4). move(4,1). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
3304,4,7,"move(1,2). move(1,3). move(2,1). move(3,2). move(3,4). move(4,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
3305,4,5,"move(1,2). move(2,4). move(3,2). move(4,1). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
3306,4,6,"move(1,2). move(1,3). move(2,4). move(3,2). move(4,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
3307,4,6,"move(1,2). move(2,4). move(3,2). move(3,4). move(4,1). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
3308,4,7,"move(1,2). move(1,3). move(2,4). move(3,2). move(3,4). move(4,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
3309,4,6,"move(1,2). move(2,1). move(2,4). move(3,2). move(4,1). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
3310,4,7,"move(1,2). move(2,1). move(2,4). move(3,2). move(3,4). move(4,1). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
3311,4,7,"move(1,2). move(1,3). move(2,1). move(2,4). move(3,2). move(4,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
3312,4,8,"move(1,2). move(1,3). move(2,1). move(2,4). move(3,2). move(3,4). move(4,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
3313,4,5,"move(1,2). move(3,2). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3314,4,6,"move(1,2). move(1,3). move(3,2). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3315,4,6,"move(1,2). move(2,4). move(3,2). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3316,4,7,"move(1,2). move(1,3). move(2,4). move(3,2). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3317,4,6,"move(1,2). move(2,1). move(3,2). move(4,1). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
3318,4,7,"move(1,2). move(2,1). move(2,4). move(3,2). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3319,4,7,"move(1,2). move(1,3). move(2,1). move(3,2). move(4,1). move(4,2). move(4,3).",{'draw'},"{'won', 'lost'}",SAT,1,2
3320,4,6,"move(1,2). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3321,4,8,"move(1,2). move(1,3). move(2,1). move(2,4). move(3,2). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3322,4,7,"move(1,2). move(2,1). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3323,4,7,"move(1,2). move(1,3). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3324,4,8,"move(1,2). move(1,3). move(2,1). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3325,4,7,"move(1,2). move(2,4). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3326,4,8,"move(1,2). move(2,1). move(2,4). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3327,4,8,"move(1,2). move(1,3). move(2,4). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3328,4,4,"move(1,2). move(1,4). move(4,1). move(4,2).","{'won', 'lost'}",{'draw'},SAT,2,1
3329,4,9,"move(1,2). move(1,3). move(2,1). move(2,4). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).",{'draw'},{'draw'},SAT,1,1
3330,4,5,"move(1,2). move(1,3). move(1,4). move(4,1). move(4,2).","{'won', 'lost'}",{'draw'},SAT,2,1
3331,4,5,"move(1,2). move(1,4). move(3,2). move(4,1). move(4,2).","{'won', 'lost'}","{'won', 'draw', 'lost'}",SAT,2,3
3332,4,6,"move(1,2). move(1,3). move(1,4). move(3,2). move(4,1). move(4,2).","{'won', 'lost'}",{'draw'},SAT,2,1
3333,4,5,"move(1,2). move(1,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3334,4,6,"move(1,2). move(1,4). move(3,2). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3335,4,6,"move(1,2). move(1,3). move(1,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3336,4,7,"move(1,2). move(1,3). move(1,4). move(3,2). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3337,4,5,"move(1,2). move(1,4). move(3,4). move(4,1). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3338,4,6,"move(1,2). move(1,3). move(1,4). move(3,4). move(4,1). move(4,2).","{'won', 'lost'}",{'draw'},SAT,2,1
3339,4,6,"move(1,2). move(1,4). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3340,4,7,"move(1,2). move(1,3). move(1,4). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3341,4,6,"move(1,2). move(1,4). move(3,2). move(3,4). move(4,1). move(4,2).","{'won', 'lost'}","{'won', 'lost'}",SAT,2,2
3342,4,7,"move(1,2). move(1,4). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3343,4,7,"move(1,2). move(1,3). move(1,4). move(3,2). move(3,4). move(4,1). move(4,2).","{'won', 'lost'}",{'draw'},SAT,2,1
3344,4,5,"move(1,2). move(1,4). move(2,4). move(4,1). move(4,2).",{'draw'},{'draw'},SAT,1,1
3345,4,8,"move(1,2). move(1,3). move(1,4). move(3,2). move(3,4). move(4,1). move(4,2). move(4,3).","{'won', 'lost'}",{'draw'},SAT,2,1
3346,4,6,"move(1,2). move(1,3). move(1,4). move(2,4). move(4,1). move(4,2).","{'won', 'draw', 'lost'}",{'draw'},SAT,3,1
3347,4,6,"move(1,2). move(1,4). move(2,4). move(3,4). move(4,1). move(4,2).",{'draw'},"{'won', 'lost'}",SAT,1,2
